"11ay -- Deaths, age-standardised and crude deaths rates by underlying cause of death (time series classification) and sex, whole population and persons aged 15-64, 1971-2024"

"Sex","Underlying cause of death (time series classification)","Year","Deaths, whole population","Age-standardised death rate, whole population (1/100 000)","Crude death rate, whole population (1/100 000)","Age-standardised death rate, whole population, annual change (%)","Deaths, aged 15-64","Age-standardised death rate, aged 15-64 (1/100 000)","Crude death rate, aged 15-64 (1/100 000)","Age-standardised death rate, aged 15-64, annual change (%)"
"Females","14 Malignant neoplasm of cervix uteri (C53)","2005",58,2.1,2.2,-4.5,20,1.1,1.2,0.0
"Females","14 Malignant neoplasm of cervix uteri (C53)","2006",57,2.1,2.1,0.0,24,1.3,1.4,18.2
"Females","14 Malignant neoplasm of cervix uteri (C53)","2007",44,1.6,1.6,-23.8,15,0.9,0.9,-30.8
"Females","14 Malignant neoplasm of cervix uteri (C53)","2008",60,2.1,2.2,31.3,26,1.5,1.5,66.7
"Females","14 Malignant neoplasm of cervix uteri (C53)","2009",54,1.9,2.0,-9.5,25,1.4,1.4,-6.7
"Females","14 Malignant neoplasm of cervix uteri (C53)","2010",55,2.0,2.0,5.3,24,1.3,1.4,-7.1
"Females","14 Malignant neoplasm of cervix uteri (C53)","2011",47,1.7,1.7,-15.0,19,1.1,1.1,-15.4
"Females","14 Malignant neoplasm of cervix uteri (C53)","2012",51,1.8,1.9,5.9,20,1.2,1.1,9.1
"Females","14 Malignant neoplasm of cervix uteri (C53)","2013",54,1.8,2.0,0.0,17,1.0,1.0,-16.7
"Females","14 Malignant neoplasm of cervix uteri (C53)","2014",53,1.8,1.9,0.0,18,1.0,1.0,0.0
"Females","14 Malignant neoplasm of cervix uteri (C53)","2015",63,2.1,2.3,16.7,28,1.6,1.6,60.0
"Females","14 Malignant neoplasm of cervix uteri (C53)","2016",61,2.0,2.2,-4.8,26,1.5,1.5,-6.3
"Females","14 Malignant neoplasm of cervix uteri (C53)","2017",55,1.8,2.0,-10.0,27,1.6,1.6,6.7
"Females","14 Malignant neoplasm of cervix uteri (C53)","2018",55,1.8,2.0,0.0,24,1.5,1.4,-6.3
"Females","14 Malignant neoplasm of cervix uteri (C53)","2019",45,1.5,1.6,-16.7,27,1.6,1.6,6.7
"Females","14 Malignant neoplasm of cervix uteri (C53)","2020",47,1.5,1.7,0.0,22,1.3,1.3,-18.8
"Females","14 Malignant neoplasm of cervix uteri (C53)","2021",58,1.9,2.1,26.7,29,1.7,1.7,30.8
"Females","14 Malignant neoplasm of cervix uteri (C53)","2022",55,1.8,2.0,-5.3,24,1.4,1.4,-17.6
"Females","14 Malignant neoplasm of cervix uteri (C53)","2023",46,1.5,1.6,-16.7,25,1.5,1.5,7.1
"Females","14 Malignant neoplasm of cervix uteri (C53)","2024",45,1.3,1.6,-13.3,14,0.8,0.8,-46.7
"Females","15 Malignant neoplasm of uterus (C54-C55)","2000",160,6.5,6.0,16.1,34,2.2,2.0,22.2
"Females","15 Malignant neoplasm of uterus (C54-C55)","2001",173,7.0,6.5,7.7,38,2.3,2.2,4.5
"Females","15 Malignant neoplasm of uterus (C54-C55)","2002",132,5.1,5.0,-27.1,20,1.2,1.2,-47.8
"Females","15 Malignant neoplasm of uterus (C54-C55)","2003",155,6.0,5.8,17.6,29,1.7,1.7,41.7
"Females","15 Malignant neoplasm of uterus (C54-C55)","2004",168,6.4,6.3,6.7,26,1.5,1.5,-11.8
"Females","15 Malignant neoplasm of uterus (C54-C55)","2005",155,5.9,5.8,-7.8,32,1.8,1.8,20.0
"Females","15 Malignant neoplasm of uterus (C54-C55)","2006",140,5.1,5.2,-13.6,31,1.7,1.8,-5.6
"Females","15 Malignant neoplasm of uterus (C54-C55)","2007",168,6.0,6.2,17.6,31,1.7,1.8,0.0
"Females","15 Malignant neoplasm of uterus (C54-C55)","2008",172,6.1,6.3,1.7,25,1.3,1.4,-23.5
"Females","15 Malignant neoplasm of uterus (C54-C55)","2009",202,7.0,7.4,14.8,51,2.6,2.9,100.0
"Females","15 Malignant neoplasm of uterus (C54-C55)","2010",189,6.5,6.9,-7.1,35,1.8,2.0,-30.8
"Females","15 Malignant neoplasm of uterus (C54-C55)","2011",162,5.5,5.9,-15.4,24,1.3,1.4,-27.8
"Females","15 Malignant neoplasm of uterus (C54-C55)","2012",189,6.2,6.9,12.7,33,1.7,1.9,30.8
"Females","15 Malignant neoplasm of uterus (C54-C55)","2013",187,6.0,6.8,-3.2,26,1.3,1.5,-23.5
"Females","15 Malignant neoplasm of uterus (C54-C55)","2014",194,6.1,7.0,1.7,35,1.8,2.0,38.5
"Females","15 Malignant neoplasm of uterus (C54-C55)","2015",194,6.0,7.0,-1.6,32,1.7,1.9,-5.6
"Females","15 Malignant neoplasm of uterus (C54-C55)","2016",202,6.2,7.2,3.3,31,1.7,1.8,0.0
"Females","15 Malignant neoplasm of uterus (C54-C55)","2017",202,6.1,7.2,-1.6,22,1.2,1.3,-29.4
"Females","15 Malignant neoplasm of uterus (C54-C55)","2018",216,6.4,7.7,4.9,25,1.3,1.5,8.3
"Females","15 Malignant neoplasm of uterus (C54-C55)","2019",221,6.4,7.9,0.0,36,2.0,2.1,53.8
"Females","15 Malignant neoplasm of uterus (C54-C55)","2020",215,6.1,7.7,-4.7,21,1.2,1.3,-40.0
"Females","15 Malignant neoplasm of uterus (C54-C55)","2021",218,6.1,7.8,0.0,31,1.7,1.8,41.7
"Females","15 Malignant neoplasm of uterus (C54-C55)","2022",219,5.9,7.8,-3.3,20,1.1,1.2,-35.3
"Females","15 Malignant neoplasm of uterus (C54-C55)","2023",220,6.0,7.8,1.7,34,1.9,2.0,72.7
"Females","15 Malignant neoplasm of uterus (C54-C55)","2024",212,5.7,7.5,-5.0,30,1.7,1.8,-10.5
"Females","16 Malignant neoplasm of ovary (C56)","2000",271,10.9,10.2,1.9,93,5.8,5.4,3.6
"Females","16 Malignant neoplasm of ovary (C56)","2001",260,10.3,9.8,-5.5,88,5.3,5.1,-8.6
"Females","16 Malignant neoplasm of ovary (C56)","2002",268,10.6,10.1,2.9,90,5.4,5.2,1.9
"Females","16 Malignant neoplasm of ovary (C56)","2003",304,11.8,11.4,11.3,105,6.2,6.1,14.8
"Females","16 Malignant neoplasm of ovary (C56)","2004",313,11.9,11.7,0.8,118,6.8,6.8,9.7
"Females","16 Malignant neoplasm of ovary (C56)","2005",311,11.7,11.6,-1.7,106,6.0,6.1,-11.8
"Females","16 Malignant neoplasm of ovary (C56)","2006",329,12.1,12.2,3.4,90,5.0,5.2,-16.7
"Females","16 Malignant neoplasm of ovary (C56)","2007",306,11.1,11.3,-8.3,92,5.0,5.3,0.0
"Females","16 Malignant neoplasm of ovary (C56)","2008",298,10.6,11.0,-4.5,103,5.4,5.9,8.0
"Females","16 Malignant neoplasm of ovary (C56)","2009",307,10.6,11.3,0.0,97,5.0,5.5,-7.4
"Females","16 Malignant neoplasm of ovary (C56)","2010",362,12.5,13.3,17.9,118,6.0,6.7,20.0
"Females","16 Malignant neoplasm of ovary (C56)","2011",367,12.6,13.4,0.8,123,6.3,7.0,5.0
"Females","16 Malignant neoplasm of ovary (C56)","2012",342,11.6,12.4,-7.9,79,4.1,4.5,-34.9
"Females","16 Malignant neoplasm of ovary (C56)","2013",305,10.1,11.0,-12.9,73,3.9,4.2,-4.9
"Females","16 Malignant neoplasm of ovary (C56)","2014",346,11.2,12.5,10.9,86,4.6,5.0,17.9
"Females","16 Malignant neoplasm of ovary (C56)","2015",334,10.7,12.0,-4.5,88,4.7,5.1,2.2
"Females","16 Malignant neoplasm of ovary (C56)","2016",367,11.5,13.2,7.5,83,4.5,4.9,-4.3
"Females","16 Malignant neoplasm of ovary (C56)","2017",330,10.2,11.8,-11.3,76,4.1,4.5,-8.9
"Females","16 Malignant neoplasm of ovary (C56)","2018",310,9.5,11.1,-6.9,83,4.6,4.9,12.2
"Females","16 Malignant neoplasm of ovary (C56)","2019",321,9.5,11.5,0.0,45,2.5,2.7,-45.7
"Females","16 Malignant neoplasm of ovary (C56)","2020",277,8.1,9.9,-14.7,51,2.9,3.0,16.0
"Females","16 Malignant neoplasm of ovary (C56)","2021",288,8.3,10.3,2.5,57,3.2,3.4,10.3
"Females","16 Malignant neoplasm of ovary (C56)","2022",312,8.9,11.1,7.2,59,3.4,3.5,6.3
"Females","16 Malignant neoplasm of ovary (C56)","2023",297,8.4,10.5,-5.6,53,3.0,3.1,-11.8
"Females","16 Malignant neoplasm of ovary (C56)","2024",262,7.3,9.2,-13.1,53,3.1,3.1,3.3
"Females","17 Malignant neoplasm of prostate (C61)","2000",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Females","17 Malignant neoplasm of prostate (C61)","2001",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Females","17 Malignant neoplasm of prostate (C61)","2002",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Females","17 Malignant neoplasm of prostate (C61)","2003",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Females","17 Malignant neoplasm of prostate (C61)","2004",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Females","17 Malignant neoplasm of prostate (C61)","2005",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Females","17 Malignant neoplasm of prostate (C61)","2006",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Females","17 Malignant neoplasm of prostate (C61)","2007",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Females","17 Malignant neoplasm of prostate (C61)","2008",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Females","17 Malignant neoplasm of prostate (C61)","2009",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Females","17 Malignant neoplasm of prostate (C61)","2010",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Females","17 Malignant neoplasm of prostate (C61)","2011",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Females","17 Malignant neoplasm of prostate (C61)","2012",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Females","17 Malignant neoplasm of prostate (C61)","2013",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Females","17 Malignant neoplasm of prostate (C61)","2014",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Females","17 Malignant neoplasm of prostate (C61)","2015",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Females","17 Malignant neoplasm of prostate (C61)","2016",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Females","17 Malignant neoplasm of prostate (C61)","2017",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Females","17 Malignant neoplasm of prostate (C61)","2018",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Females","17 Malignant neoplasm of prostate (C61)","2019",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Females","17 Malignant neoplasm of prostate (C61)","2020",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Females","17 Malignant neoplasm of prostate (C61)","2021",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Females","17 Malignant neoplasm of prostate (C61)","2022",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Females","17 Malignant neoplasm of prostate (C61)","2023",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Females","17 Malignant neoplasm of prostate (C61)","2024",0,0.0,0.0,0.0,0,0.0,0.0,0.0
"Females","18 Malignant neoplasm of kidney (C64)","2000",147,6.0,5.5,9.1,33,2.1,1.9,40.0
"Females","18 Malignant neoplasm of kidney (C64)","2001",150,6.0,5.7,0.0,31,1.9,1.8,-9.5
"Females","18 Malignant neoplasm of kidney (C64)","2002",164,6.4,6.2,6.7,24,1.5,1.4,-21.1
"Females","18 Malignant neoplasm of kidney (C64)","2003",143,5.5,5.4,-14.1,21,1.2,1.2,-20.0
"Females","18 Malignant neoplasm of kidney (C64)","2004",162,6.1,6.1,10.9,34,2.0,2.0,66.7
"Females","18 Malignant neoplasm of kidney (C64)","2005",151,5.5,5.6,-9.8,31,1.7,1.8,-15.0
"Females","18 Malignant neoplasm of kidney (C64)","2006",123,4.5,4.6,-18.2,28,1.5,1.6,-11.8
"Females","18 Malignant neoplasm of kidney (C64)","2007",139,5.0,5.2,11.1,17,0.9,1.0,-40.0
"Females","18 Malignant neoplasm of kidney (C64)","2008",179,6.3,6.6,26.0,28,1.5,1.6,66.7
"Females","18 Malignant neoplasm of kidney (C64)","2009",130,4.4,4.8,-30.2,24,1.2,1.4,-20.0
"Females","18 Malignant neoplasm of kidney (C64)","2010",156,5.2,5.7,18.2,26,1.3,1.5,8.3
"Females","18 Malignant neoplasm of kidney (C64)","2011",172,5.6,6.3,7.7,32,1.6,1.8,23.1
"Females","18 Malignant neoplasm of kidney (C64)","2012",140,4.6,5.1,-17.9,21,1.1,1.2,-31.3
"Females","18 Malignant neoplasm of kidney (C64)","2013",156,4.9,5.6,6.5,22,1.1,1.3,0.0
"Females","18 Malignant neoplasm of kidney (C64)","2014",157,4.9,5.7,0.0,22,1.2,1.3,9.1
"Females","18 Malignant neoplasm of kidney (C64)","2015",148,4.5,5.3,-8.2,15,0.8,0.9,-33.3
"Females","18 Malignant neoplasm of kidney (C64)","2016",176,5.3,6.3,17.8,20,1.1,1.2,37.5
"Females","18 Malignant neoplasm of kidney (C64)","2017",139,4.1,5.0,-22.6,16,0.8,0.9,-27.3
"Females","18 Malignant neoplasm of kidney (C64)","2018",141,4.0,5.0,-2.4,10,0.5,0.6,-37.5
"Females","18 Malignant neoplasm of kidney (C64)","2019",147,4.2,5.3,5.0,19,1.0,1.1,100.0
"Females","18 Malignant neoplasm of kidney (C64)","2020",152,4.2,5.4,0.0,21,1.1,1.3,10.0
"Females","18 Malignant neoplasm of kidney (C64)","2021",127,3.5,4.5,-16.7,24,1.3,1.4,18.2
"Females","18 Malignant neoplasm of kidney (C64)","2022",145,4.0,5.2,14.3,21,1.2,1.3,-7.7
"Females","18 Malignant neoplasm of kidney (C64)","2023",133,3.6,4.7,-10.0,13,0.7,0.8,-41.7
"Females","18 Malignant neoplasm of kidney (C64)","2024",117,3.0,4.1,-16.7,4,0.2,0.2,-71.4
"Females","19 Malignant neoplasm of bladder (C67)","2000",62,2.4,2.3,-11.1,7,0.4,0.4,300.0
"Females","19 Malignant neoplasm of bladder (C67)","2001",73,2.9,2.8,20.8,5,0.3,0.3,-25.0
"Females","19 Malignant neoplasm of bladder (C67)","2002",79,3.1,3.0,6.9,14,0.9,0.8,200.0
"Females","19 Malignant neoplasm of bladder (C67)","2003",59,2.3,2.2,-25.8,6,0.4,0.3,-55.6
"Females","19 Malignant neoplasm of bladder (C67)","2004",77,3.0,2.9,30.4,1,0.1,0.1,-75.0
"Females","19 Malignant neoplasm of bladder (C67)","2005",66,2.4,2.5,-20.0,6,0.3,0.3,200.0
"Females","19 Malignant neoplasm of bladder (C67)","2006",65,2.3,2.4,-4.2,6,0.3,0.3,0.0
"Females","19 Malignant neoplasm of bladder (C67)","2007",69,2.4,2.6,4.3,2,0.1,0.1,-66.7
"Females","19 Malignant neoplasm of bladder (C67)","2008",86,3.0,3.2,25.0,6,0.3,0.3,200.0
"Females","19 Malignant neoplasm of bladder (C67)","2009",69,2.3,2.5,-23.3,3,0.2,0.2,-33.3
"Females","19 Malignant neoplasm of bladder (C67)","2010",68,2.2,2.5,-4.3,7,0.4,0.4,100.0
"Females","19 Malignant neoplasm of bladder (C67)","2011",88,2.8,3.2,27.3,8,0.4,0.5,0.0
"Females","19 Malignant neoplasm of bladder (C67)","2012",65,2.0,2.4,-28.6,8,0.4,0.5,0.0
"Females","19 Malignant neoplasm of bladder (C67)","2013",73,2.3,2.6,15.0,7,0.4,0.4,0.0
"Females","19 Malignant neoplasm of bladder (C67)","2014",74,2.2,2.7,-4.3,9,0.5,0.5,25.0
"Females","19 Malignant neoplasm of bladder (C67)","2015",71,2.2,2.6,0.0,14,0.8,0.8,60.0
"Females","19 Malignant neoplasm of bladder (C67)","2016",75,2.2,2.7,0.0,5,0.3,0.3,-62.5
"Females","19 Malignant neoplasm of bladder (C67)","2017",78,2.3,2.8,4.5,8,0.4,0.5,33.3
"Females","19 Malignant neoplasm of bladder (C67)","2018",90,2.6,3.2,13.0,8,0.4,0.5,0.0
"Females","19 Malignant neoplasm of bladder (C67)","2019",86,2.3,3.1,-11.5,4,0.2,0.2,-50.0
"Females","19 Malignant neoplasm of bladder (C67)","2020",94,2.6,3.4,13.0,9,0.5,0.5,150.0
"Females","19 Malignant neoplasm of bladder (C67)","2021",82,2.2,2.9,-15.4,5,0.3,0.3,-40.0
"Females","19 Malignant neoplasm of bladder (C67)","2022",84,2.3,3.0,4.5,11,0.6,0.7,100.0
"Females","19 Malignant neoplasm of bladder (C67)","2023",85,2.2,3.0,-4.3,8,0.4,0.5,-33.3
"Females","19 Malignant neoplasm of bladder (C67)","2024",87,2.2,3.1,0.0,8,0.4,0.5,0.0
"Females","20 Malignant neoplasm of lymphoid, haematopoietic and related tissue (C81-C96)","2000",547,22.1,20.6,-5.6,99,6.2,5.8,-21.5
"Females","20 Malignant neoplasm of lymphoid, haematopoietic and related tissue (C81-C96)","2001",548,21.4,20.6,-3.2,107,6.5,6.2,4.8
"Females","20 Malignant neoplasm of lymphoid, haematopoietic and related tissue (C81-C96)","2002",520,20.2,19.6,-5.6,117,7.1,6.8,9.2
"Females","20 Malignant neoplasm of lymphoid, haematopoietic and related tissue (C81-C96)","2003",538,21.0,20.2,4.0,111,6.6,6.4,-7.0
"Females","20 Malignant neoplasm of lymphoid, haematopoietic and related tissue (C81-C96)","2004",508,19.1,19.0,-9.0,109,6.3,6.3,-4.5
"Females","20 Malignant neoplasm of lymphoid, haematopoietic and related tissue (C81-C96)","2005",524,19.5,19.6,2.1,88,5.1,5.1,-19.0
"Females","20 Malignant neoplasm of lymphoid, haematopoietic and related tissue (C81-C96)","2006",514,18.5,19.1,-5.1,88,4.8,5.1,-5.9
"Females","20 Malignant neoplasm of lymphoid, haematopoietic and related tissue (C81-C96)","2007",490,17.5,18.2,-5.4,76,4.1,4.4,-14.6
"Females","20 Malignant neoplasm of lymphoid, haematopoietic and related tissue (C81-C96)","2008",504,17.7,18.6,1.1,81,4.3,4.6,4.9
"Females","20 Malignant neoplasm of lymphoid, haematopoietic and related tissue (C81-C96)","2009",519,17.8,19.1,0.6,99,5.1,5.6,18.6
"Females","20 Malignant neoplasm of lymphoid, haematopoietic and related tissue (C81-C96)","2010",523,17.5,19.1,-1.7,80,4.1,4.6,-19.6
"Females","20 Malignant neoplasm of lymphoid, haematopoietic and related tissue (C81-C96)","2011",513,16.8,18.7,-4.0,89,4.6,5.1,12.2
"Females","20 Malignant neoplasm of lymphoid, haematopoietic and related tissue (C81-C96)","2012",524,17.2,19.0,2.4,76,4.0,4.4,-13.0
"Females","20 Malignant neoplasm of lymphoid, haematopoietic and related tissue (C81-C96)","2013",568,18.3,20.5,6.4,72,3.8,4.2,-5.0
"Females","20 Malignant neoplasm of lymphoid, haematopoietic and related tissue (C81-C96)","2014",577,17.9,20.8,-2.2,73,3.9,4.2,2.6
"Females","20 Malignant neoplasm of lymphoid, haematopoietic and related tissue (C81-C96)","2015",529,16.2,19.0,-9.5,72,3.9,4.2,0.0
"Females","20 Malignant neoplasm of lymphoid, haematopoietic and related tissue (C81-C96)","2016",513,15.6,18.4,-3.7,61,3.3,3.6,-15.4
"Females","20 Malignant neoplasm of lymphoid, haematopoietic and related tissue (C81-C96)","2017",489,14.4,17.5,-7.7,59,3.2,3.5,-3.0
"Females","20 Malignant neoplasm of lymphoid, haematopoietic and related tissue (C81-C96)","2018",510,14.9,18.3,3.5,61,3.4,3.6,6.3
"Females","20 Malignant neoplasm of lymphoid, haematopoietic and related tissue (C81-C96)","2019",570,16.2,20.4,8.7,49,2.7,2.9,-20.6
"Females","20 Malignant neoplasm of lymphoid, haematopoietic and related tissue (C81-C96)","2020",515,14.3,18.4,-11.7,50,2.8,3.0,3.7
"Females","20 Malignant neoplasm of lymphoid, haematopoietic and related tissue (C81-C96)","2021",543,14.7,19.4,2.8,39,2.2,2.3,-21.4
"Females","20 Malignant neoplasm of lymphoid, haematopoietic and related tissue (C81-C96)","2022",557,15.0,19.8,2.0,54,3.0,3.2,36.4
"Females","20 Malignant neoplasm of lymphoid, haematopoietic and related tissue (C81-C96)","2023",521,13.8,18.5,-8.0,41,2.3,2.4,-23.3
"Females","20 Malignant neoplasm of lymphoid, haematopoietic and related tissue (C81-C96)","2024",558,14.4,19.7,4.3,52,2.9,3.1,26.1
"Females","21 Other malignant neoplasms","2000",904,36.7,34.1,4.0,203,12.5,11.8,5.0
"Females","21 Other malignant neoplasms","2001",831,33.0,31.3,-10.1,194,11.8,11.3,-5.6
"Females","21 Other malignant neoplasms","2002",856,33.6,32.2,1.8,207,12.2,12.0,3.4
"Females","21 Other malignant neoplasms","2003",835,32.4,31.3,-3.6,199,11.5,11.5,-5.7
"Females","21 Other malignant neoplasms","2004",823,31.4,30.8,-3.1,154,9.0,8.9,-21.7
"Females","21 Other malignant neoplasms","2005",858,32.1,32.0,2.2,201,11.4,11.6,26.7
"Females","21 Other malignant neoplasms","2006",828,30.3,30.8,-5.6,186,10.4,10.7,-8.8
"Females","21 Other malignant neoplasms","2007",863,30.8,32.0,1.7,211,11.5,12.1,10.6
"Females","21 Other malignant neoplasms","2008",856,30.2,31.6,-1.9,196,10.5,11.2,-8.7
"Females","21 Other malignant neoplasms","2009",831,28.9,30.5,-4.3,199,10.5,11.3,0.0
"Females","21 Other malignant neoplasms","2010",913,31.0,33.4,7.3,205,10.8,11.7,2.9
"Females","21 Other malignant neoplasms","2011",904,29.9,33.0,-3.5,217,11.3,12.4,4.6
"Females","21 Other malignant neoplasms","2012",880,29.0,31.9,-3.0,183,9.8,10.5,-13.3
"Females","21 Other malignant neoplasms","2013",948,30.6,34.3,5.5,183,9.9,10.6,1.0
"Females","21 Other malignant neoplasms","2014",883,27.9,31.8,-8.8,154,8.4,8.9,-15.2
"Females","21 Other malignant neoplasms","2015",976,30.4,35.1,9.0,182,10.0,10.6,19.0
"Females","21 Other malignant neoplasms","2016",953,29.1,34.2,-4.3,162,8.9,9.5,-11.0
"Females","21 Other malignant neoplasms","2017",1023,30.7,36.6,5.5,197,10.8,11.6,21.3
"Females","21 Other malignant neoplasms","2018",1014,29.8,36.3,-2.9,164,9.2,9.7,-14.8
"Females","21 Other malignant neoplasms","2019",1036,30.2,37.1,1.3,169,9.5,10.0,3.3
"Females","21 Other malignant neoplasms","2020",1023,29.2,36.6,-3.3,155,8.6,9.2,-9.5
"Females","21 Other malignant neoplasms","2021",1052,29.5,37.5,1.0,156,8.7,9.3,1.2
"Females","21 Other malignant neoplasms","2022",1088,30.4,38.7,3.1,178,10.2,10.6,17.2
"Females","21 Other malignant neoplasms","2023",1129,31.1,40.0,2.3,181,10.4,10.7,2.0
"Females","21 Other malignant neoplasms","2024",1135,30.4,40.0,-2.3,161,9.1,9.5,-12.5
"Females","22 Other neoplasms (D00-D48)","2000",150,6.2,5.7,-6.1,18,1.1,1.1,10.0
"Females","22 Other neoplasms (D00-D48)","2001",170,6.8,6.4,9.7,25,1.5,1.5,36.4
"Females","22 Other neoplasms (D00-D48)","2002",175,6.8,6.6,0.0,12,0.7,0.7,-53.3
"Females","22 Other neoplasms (D00-D48)","2003",168,6.4,6.3,-5.9,21,1.2,1.2,71.4
"Females","22 Other neoplasms (D00-D48)","2004",168,6.6,6.3,3.1,23,1.4,1.3,16.7
"Females","22 Other neoplasms (D00-D48)","2005",165,6.1,6.2,-7.6,19,1.1,1.1,-21.4
"Females","22 Other neoplasms (D00-D48)","2006",154,5.6,5.7,-8.2,15,0.8,0.9,-27.3
"Females","22 Other neoplasms (D00-D48)","2007",150,5.3,5.6,-5.4,11,0.6,0.6,-25.0
"Females","22 Other neoplasms (D00-D48)","2008",149,5.2,5.5,-1.9,9,0.5,0.5,-16.7
"Females","22 Other neoplasms (D00-D48)","2009",171,5.8,6.3,11.5,19,1.0,1.1,100.0
"Females","22 Other neoplasms (D00-D48)","2010",176,5.6,6.4,-3.4,10,0.5,0.6,-50.0
"Females","22 Other neoplasms (D00-D48)","2011",182,5.9,6.6,5.4,21,1.2,1.2,140.0
"Females","22 Other neoplasms (D00-D48)","2012",213,6.8,7.7,15.3,23,1.2,1.3,0.0
"Females","22 Other neoplasms (D00-D48)","2013",202,6.2,7.3,-8.8,14,0.8,0.8,-33.3
"Females","22 Other neoplasms (D00-D48)","2014",193,5.7,7.0,-8.1,12,0.6,0.7,-25.0
"Females","22 Other neoplasms (D00-D48)","2015",171,5.0,6.1,-12.3,9,0.5,0.5,-16.7
"Females","22 Other neoplasms (D00-D48)","2016",208,5.9,7.5,18.0,11,0.6,0.6,20.0
"Females","22 Other neoplasms (D00-D48)","2017",207,5.9,7.4,0.0,13,0.7,0.8,16.7
"Females","22 Other neoplasms (D00-D48)","2018",178,4.9,6.4,-16.9,7,0.4,0.4,-42.9
"Females","22 Other neoplasms (D00-D48)","2019",195,5.2,7.0,6.1,11,0.6,0.7,50.0
"Females","22 Other neoplasms (D00-D48)","2020",219,5.9,7.8,13.5,16,1.0,1.0,66.7
"Females","22 Other neoplasms (D00-D48)","2021",217,5.6,7.7,-5.1,10,0.6,0.6,-40.0
"Females","22 Other neoplasms (D00-D48)","2022",221,5.6,7.9,0.0,15,0.8,0.9,33.3
"Females","22 Other neoplasms (D00-D48)","2023",212,5.4,7.5,-3.6,20,1.2,1.2,50.0
"Females","22 Other neoplasms (D00-D48)","2024",206,5.2,7.3,-3.7,14,0.8,0.8,-33.3
"Females","23-24 Endocrine, nutritional and metabolic diseases (E00-E90)","2000",389,15.6,14.7,7.6,56,3.4,3.3,-2.9
"Females","23-24 Endocrine, nutritional and metabolic diseases (E00-E90)","2001",341,13.5,12.8,-13.5,69,4.1,4.0,20.6
"Females","23-24 Endocrine, nutritional and metabolic diseases (E00-E90)","2002",324,12.6,12.2,-6.7,43,2.5,2.5,-39.0
"Females","23-24 Endocrine, nutritional and metabolic diseases (E00-E90)","2003",348,13.5,13.1,7.1,50,2.9,2.9,16.0
"Females","23-24 Endocrine, nutritional and metabolic diseases (E00-E90)","2004",334,12.5,12.5,-7.4,59,3.3,3.4,13.8
"Females","23-24 Endocrine, nutritional and metabolic diseases (E00-E90)","2005",295,10.9,11.0,-12.8,70,3.9,4.0,18.2
"Females","23-24 Endocrine, nutritional and metabolic diseases (E00-E90)","2006",297,11.0,11.0,0.9,64,3.7,3.7,-5.1
"Females","23-24 Endocrine, nutritional and metabolic diseases (E00-E90)","2007",321,11.3,11.9,2.7,61,3.4,3.5,-8.1
"Females","23-24 Endocrine, nutritional and metabolic diseases (E00-E90)","2008",348,12.1,12.8,7.1,72,4.0,4.1,17.6
"Females","23-24 Endocrine, nutritional and metabolic diseases (E00-E90)","2009",275,9.5,10.1,-21.5,53,2.9,3.0,-27.5
